epoch,N1,N2,N3,R,W
0,0.018888260705710636,0.007597943315837458,9.343212187795274e-05,0.0031753666774841476,0.9702449971790899
1,0.04505413577322463,0.01394276812712144,1.4518026196348382e-05,0.002508102791162294,0.9384804752822952
2,0.019380568754658996,0.0035361348235439824,1.7891291687037444e-05,0.001153810230075176,0.9759115949000348
3,0.006654137277235423,0.0005834405248338362,4.223467200238195e-06,0.00035689032631068036,0.9924013084044198
4,0.014926461373848277,0.0005654581395158948,2.808902588725988e-06,6.570466991247081e-05,0.9844395669141347
5,0.008241919028228399,0.0010354493836833513,2.8740063127510793e-05,4.5762430783791905e-05,0.990648129094177
6,0.0024951418472777005,0.0008541943316942614,8.588163186913612e-05,3.6825998662669413e-05,0.9965279561904963
7,0.009360550681071816,0.0003522295700727444,4.226428340580515e-05,3.995233345262419e-05,0.9902050031319971
8,0.0026209161004818074,0.00023893903030710052,3.872711992149329e-05,5.355713312855226e-05,0.9970478606161611
9,0.04785194610801109,0.0020925532911393527,6.2201645147815946e-06,0.00024109566206806295,0.9498081847742668
10,0.27755756800546,0.007160375237789871,2.1435518688040676e-05,0.00028986734889093537,0.7149707538891712
11,0.15351069202598086,0.007158508631968805,1.3204998539582702e-05,0.0008302726745281533,0.8384873216689825
12,0.31473409786751455,0.009868203223611857,2.8341094573283858e-05,0.0013500670645698338,0.6740192907497304
13,0.007974580957268506,0.00603129707675785,0.0005911349183111416,0.0002548909157730211,0.9851480961318896
14,0.007232802477893917,0.0016384966568738844,9.443008024272503e-06,0.0002042617266912722,0.9909149961305167
15,0.00011580680942667687,1.4680904669378474e-05,2.6526682843903705e-05,7.886838519133588e-05,0.9997641172178686
16,0.0005274903117817099,3.606135198973631e-05,8.753585529820569e-07,9.587074909786477e-05,0.9993397022285777
17,0.04300012324434349,0.0006887463870708573,4.394862597278536e-06,0.00012765953927871236,0.9561790759667097
18,0.00022377725539877207,1.3333032641359368e-05,4.8539547874973464e-06,2.9828006030473786e-06,0.9997550529565694
19,0.06269946216526731,0.000575414812790206,8.213443256314754e-05,2.9309969794910725e-05,0.9366136786195843
20,0.00657501496236898,0.0015472029261247501,9.107541608104962e-05,1.662236068462833e-05,0.9917700843347406
21,0.006461461204967898,0.006375276296696722,0.0010539783524857595,4.060446049218595e-05,0.9860686796853575
22,0.007965347804556325,0.4997869448988179,0.006125966500053392,0.0003949299730858822,0.48572681082348657
23,0.006804076185040955,0.325365523995527,0.07233792139073994,0.0012081937545874264,0.5942842846741047
24,0.001584355502915529,0.0010237608754169382,8.667374454317099e-05,0.0001304816133358436,0.9971747282637885
25,0.005029885005284376,0.0012774901483976274,0.0001641324949320605,7.51585118162499e-05,0.9934533338395697
26,0.5750394772249208,0.029619470646553406,0.0003023953410323455,0.0008396841137845161,0.39419897267370896
27,0.01066088337769971,0.0010196080849576843,6.208785262825755e-05,4.311537997890609e-05,0.9882143053047354
28,0.011726767838045268,0.001154134116717499,3.990858006039479e-05,5.091231082769078e-05,0.9870282771543492
29,0.003844332244483081,0.000682715000033869,2.894877904418607e-05,2.661604127611536e-05,0.9954173879351628
30,0.8039193007356242,0.02163754830615598,0.0003087080271546457,0.000466265137277838,0.17366817779378724
31,0.3892728174274025,0.44810261517238387,0.0034296915579469043,0.0003538748930284756,0.1588410009492384
32,0.32039752527321264,0.5445612409859412,0.001988240762385133,0.0010150458002761904,0.13203794717818496
33,0.01764201513418584,0.9310680252046556,0.04102633807157497,0.00018802706347676037,0.010075594526106908
34,0.0018030773143494693,0.9901697308022329,0.0035295714376095866,5.990217839397713e-05,0.004437718267414119
35,0.009341845576092158,0.9700377001331462,0.016115177715973587,0.0004155628726522268,0.004089713702135956
36,0.0024944420559224827,0.43972246265536047,0.5533188625654919,0.00018539651478103323,0.0042788362084441554
37,0.0036810552586976257,0.9109448520965295,0.08199794963659036,0.00014222211216746003,0.003233920896015018
38,0.0010438361083238402,0.7417976963092056,0.25418064955194875,4.8513985899873074e-05,0.0029293040446218828
39,0.0018412115939046693,0.9339917739063163,0.061435233065887475,5.476342075108439e-05,0.002677018013140404
40,0.0007743112560907514,0.3923123544301683,0.6057993307520545,2.8303488984177165e-05,0.0010857000727022151
41,0.0010104048815530726,0.6366077626158411,0.3606257475936738,4.523997897317437e-05,0.0017108449299589302
42,0.0007275338593081723,0.2750158553832193,0.7229628719150091,5.1987818359217925e-05,0.0012417510241039835
43,0.00021109129335898825,0.11269682845361989,0.8865233614937905,1.992166377297248e-05,0.0005487970954576494
44,0.00013802517794680012,0.07313410982538585,0.9260403912109225,1.932633338955578e-05,0.0006681474523554037
45,7.343068535443373e-05,0.04268169020761582,0.9568371647863874,1.1847587196845591e-05,0.0003958667334455535
46,0.0002599518434640223,0.16138872082264186,0.8365302059220465,1.8453508928465628e-05,0.0018026679029191904
47,0.0001675219692375466,0.037935889371393854,0.9611937164688694,5.938573686466571e-06,0.000696933616812685
48,9.979220026675608e-05,0.020225944213122394,0.9794016888055543,4.603981609451924e-06,0.0002679707994470773
49,0.00020795271299541276,0.06889986894185288,0.9297872469778459,1.6014313858042565e-05,0.001088917053447877
50,0.00019788263839114707,0.06830669985430414,0.929930581233813,9.061505735982616e-06,0.0015557747677558919
51,0.0002179621509622907,0.10653562141025012,0.8911988552334854,1.4139206465868912e-05,0.002033421998836309
52,0.00014742778572324788,0.05402134296808866,0.9449411359204415,9.873425052739498e-06,0.0008802199006938846
53,0.00012980328040753297,0.05175426619384106,0.9469571196823398,8.619409015965774e-06,0.001150191434395711
54,0.00018672190585756828,0.054583268403045955,0.9440827701071142,8.759575853131588e-06,0.0011384800081290208
55,0.0002619272357446478,0.047693355585660215,0.9498844598053993,1.4538646378544814e-05,0.0021457187268174587
56,0.00015303629283600873,0.02571408344656992,0.9732844750872149,7.796708479964648e-06,0.0008406084648992385
57,0.0004376235543895474,0.05095025687115689,0.947148367608088,9.000935136758289e-06,0.0014547510312288453
58,0.000325302921301176,0.0649080814260191,0.931972551453724,9.102498526645892e-06,0.0027849617004290696
59,0.0003381914265438322,0.060930699330341995,0.9348671958921778,1.565858920431201e-05,0.003848254761732208
60,0.0007831123846665743,0.13450185916368973,0.8596775687205198,3.493833840069391e-05,0.005002521392723138
61,0.00020411730978886928,0.04001735899304149,0.9576179487897164,1.790834353225784e-05,0.0021426665639209504
62,0.0002409295216117114,0.041030389393114125,0.9566463352802935,2.289540617083411e-05,0.002059450398809752
63,0.00011504971987175383,0.022821037045287436,0.975900977695119,1.055854701356406e-05,0.0011523769927082662
64,8.677592913127666e-05,0.029019603648722723,0.9691025725040289,7.353116255052716e-06,0.0017836948018621276
65,0.000119434745474735,0.020215774088985377,0.9787828681379762,8.082707370019381e-06,0.0008738403201935487
66,0.00013163319863054127,0.019027886859092135,0.979585103019922,8.868703260037612e-06,0.0012465082190953186
67,0.00033008400914660304,0.0612322947541976,0.9347161212215724,2.8321748203684063e-05,0.003693178266879584
68,0.00026676893204727217,0.027952609363273387,0.9698420087924161,1.3257771578969067e-05,0.001925355140684438
69,0.00012689138245666333,0.035218047461961235,0.9629734496543425,1.3943530059773905e-05,0.0016676679711797248
70,0.00022482264745363583,0.0382002506751324,0.9586937459871215,1.381917329823034e-05,0.0028673615169941932
71,0.0002849178925227773,0.03268117892809719,0.9646553030112841,1.3777533787945167e-05,0.0023648226343080505
72,0.00016967125553982547,0.023028555092448735,0.9755493890029011,8.661370119064117e-06,0.001243723278991136
73,8.501227057547918e-05,0.033329819740671646,0.9648978191746446,6.697100700115821e-06,0.0016806517134082437
74,0.0003365446400243458,0.035372241460297056,0.9617032777558266,1.20140924539258e-05,0.002575922051397996
75,9.336930741429108e-05,0.01974634085241714,0.9793194061125381,7.811544202186141e-06,0.000833072183428357
76,7.269201235135472e-05,0.015744790219048132,0.9836072367564623,6.250171889490413e-06,0.0005690308402486351
77,3.256061381358878e-05,0.010230431191924726,0.9892800593212562,2.7134221337833965e-06,0.0004542354508718106
78,0.00016651962187910692,0.022486530811427208,0.9755952039484214,9.6651632687814e-06,0.001742080455003564
79,0.000140604854924475,0.023597604144939176,0.974111643543665,7.768117651406149e-06,0.0021423793388197945
80,8.25055452387137e-05,0.014928783428499204,0.9839836758431667,5.067619495582214e-06,0.0009999675635996058
81,0.00015511132260380103,0.03611976444241346,0.9624784221781423,6.842789147976654e-06,0.0012398592676924917
82,0.0001524410888349734,0.025971052466336048,0.9723697923396134,7.164085055883068e-06,0.0014995500201598147
83,0.00036233844831581977,0.04151745662030896,0.9562946365145087,9.900817802037205e-06,0.0018156675990643326
84,8.7990180394138e-05,0.01787018044853063,0.9806148144789334,5.400899553923817e-06,0.001421613992587932
85,5.425775859681459e-05,0.013236409592608658,0.985778363801408,5.529409865809305e-06,0.0009254394375205486
86,3.870116646802307e-05,0.012960207985263138,0.9865056534231477,3.460908966240629e-06,0.0004919765161549872
87,8.988099603303803e-05,0.013711812939289381,0.9854746039734469,3.2022322938857684e-06,0.0007204998589370785
88,0.00017469256263923178,0.027086360974889683,0.9713498417025901,6.671108311248733e-06,0.0013824336515696662
89,5.8739371695110706e-05,0.018773068487006793,0.9802789694283771,4.17246196977685e-06,0.0008850502509511109
90,3.0812698962622673e-05,0.010790786932284089,0.9887426931752052,2.7177580489900366e-06,0.00043298943549905825
91,4.8106716336927794e-05,0.014989179114731604,0.984271701184763,4.164062676856546e-06,0.0006868489214914306
92,5.4408724458034054e-05,0.010693899394679454,0.9887384674021702,4.1385288248302894e-06,0.0005090859498676965
93,4.999022681323197e-05,0.01375184449998508,0.9857339355194473,3.013121938224272e-06,0.00046121663181601294
94,3.7041673587603555e-05,0.014244866410487125,0.9845477605655344,3.2197791395763897e-06,0.0011671115712512917
95,6.603026375821726e-05,0.01421606393611228,0.985057792975177,4.186882192327557e-06,0.0006559259427602594
96,3.502948154747652e-05,0.009573110781613116,0.9898837984795295,2.9717532598490396e-06,0.000505089504050077
97,9.484365972889859e-05,0.01685660671071166,0.982375515191713,8.623813462216482e-06,0.0006644106243845058
98,2.6784712708472862e-05,0.008353657632382659,0.991291753751545,4.299425364134173e-06,0.00032350447799955493
99,6.826653819437475e-05,0.01579110525114785,0.9836447475228121,8.731880126841861e-06,0.000487148807718801
100,3.062751276404093e-05,0.009313740515588571,0.9904018610367525,2.437050381331592e-06,0.00025133388451341684
101,9.847132928775672e-05,0.020412018606212383,0.9788736297763455,7.827442042318522e-06,0.0006080528461120984
102,5.858975897131899e-05,0.02067559046801052,0.9788584036313084,6.417339131611959e-06,0.0004009988025781116
103,9.791948210688167e-05,0.027451067226142784,0.9718961003661829,7.12723329281804e-06,0.0005477856922747255
104,5.860509946674922e-05,0.01767699650027043,0.9818434975929933,5.823513913624594e-06,0.000415077293355742
105,0.0002482788814411193,0.042105278752224216,0.9567999579159017,1.2423111173617293e-05,0.0008340613392594482
106,0.00017526596165830284,0.04041730081687884,0.9582458615813046,1.150116761821257e-05,0.0011500704725400431
107,0.00024714058357568595,0.018498511641629925,0.9786272682665244,2.5986620242799715e-05,0.0026010928880271177
108,0.0010877362781207087,0.10850045493214598,0.8875081732256762,2.9442519522939283e-05,0.0028741930445341014
109,0.00011272801048087379,0.03155972208878212,0.967548174309682,5.8237019817383765e-06,0.0007735518890734192
110,0.00031622331733453313,0.05024708646378852,0.9474027760033563,2.6320944456605885e-05,0.002007593271064124
111,0.00041010627758363477,0.04391434988318951,0.954361663438116,1.7101619046021896e-05,0.0012967787820648141
112,0.00014369920630988523,0.02115480704687851,0.9780500704516227,1.482601494768057e-05,0.0006365972802412922
113,0.00021815411292833503,0.040740133272136284,0.9583372190303227,2.087666840314913e-05,0.000683616916209459
114,0.00024928690021093096,0.027426930082031183,0.9714771916505898,1.403576512549927e-05,0.0008325556020427093
115,0.0002061813311923499,0.040139303350861265,0.9584180024860579,2.3399749877080956e-05,0.0012131130820115129
116,0.00042795976030686,0.04394361763521315,0.9543120074935763,3.6652033718173714e-05,0.0012797630771854492
117,0.00040361693417080357,0.05289416549647263,0.9458571189010136,3.5207136943976744e-05,0.0008098915313991128
118,0.00017596247193937107,0.03331391896105775,0.9658725520563015,2.729867312903575e-05,0.0006102678375724481
119,0.0001295312804451387,0.024929525266533834,0.9745299310924979,1.8831293332046403e-05,0.00039218106719107065
120,0.0001256432391329934,0.029006814926565306,0.9704342355043959,1.7263444280535115e-05,0.000416042885625219
121,0.00022397448070928002,0.018251643720916724,0.9807348185955291,2.3674709097854908e-05,0.0007658884937470188
122,0.00016183145373948468,0.03617992921663131,0.9630640815494479,2.153107484329902e-05,0.0005726267053380312
123,7.682635124222218e-05,0.025014558835337306,0.9743615782755097,1.584268159325012e-05,0.0005311938563175868
124,0.0004848217545526726,0.0773221662360944,0.9195731818202657,7.619034360733678e-05,0.002543639845479933
125,0.00012484050404552543,0.020793062088749485,0.9780176018332037,4.781951692921884e-05,0.0010166760570721302
