epoch,N1,N2,N3,R,W
0,0.007252197987975809,0.0030967194970742133,2.2815927957404186e-05,0.00037617643706644406,0.9892520901499261
1,0.009798072175417942,0.0037478853923339785,2.2356270563890334e-05,0.0004570907394498758,0.9859745954222343
2,0.006425877368256722,0.0008809294933450736,2.6403705881746055e-06,0.000275675648869254,0.9924148771189407
3,0.02033977418318734,0.0042585021848272515,1.9204725059052343e-05,0.0004095004010773999,0.9749730185058489
4,0.03452319347135984,0.024219709753096157,4.708692405339072e-05,0.0012634867445731736,0.9399465231069173
5,0.011916421654003195,0.001872124428348441,5.389346786174381e-06,0.0005055015112032387,0.985700563059659
6,0.014098869761636523,0.004220744265735576,3.269593783637533e-05,0.0011623140276308,0.9804853760071608
7,0.003963576959135227,0.001968937193999159,1.3968923368127841e-05,0.0005810450894827493,0.9934724718340148
8,0.0007838663756235176,0.0003183989512321642,2.1394784156460975e-05,5.9140880550918726e-05,0.998817199008437
9,0.0004797102946467131,0.00011956194902948095,2.6126050993741117e-05,6.371700636947001e-05,0.9993108846989607
10,0.0038133636045531065,0.00035200655825138645,1.3186715388081812e-05,0.0005256016838467978,0.9952958414379606
11,0.0023261715693832113,0.0003589004726196213,3.191452789724577e-05,0.00048113220606771427,0.9968018812240323
12,0.03258517367914763,0.0020499268041830007,1.988417397059863e-05,0.001614801591541336,0.9637302137511574
13,0.1212710709332742,0.001416641677241825,1.6807245792755247e-06,0.001634865945286918,0.8756757407196177
14,0.11963703377769085,0.010646743544126525,1.5496594441084927e-05,0.0025045403070079143,0.8671961857767336
15,0.5840491527466841,0.005079189693561284,4.331856109055094e-06,0.004708750122424996,0.4061585755812206
16,0.9174094396540478,0.0082678415836318,1.2273820380359065e-05,0.003149383227609281,0.07116106171433091
17,0.514844649331429,0.1814730685400658,0.0026098996049215653,0.002886582941105813,0.29818579958247765
18,0.38370996631153437,0.3002731383373912,0.013174526310562746,0.004320032494640211,0.29852233654587146
19,0.1684333233346368,0.5832075965519603,0.0027923184117661197,0.010079206571432396,0.23548755513020433
20,0.05083581878615895,0.8439800176916906,0.008960635763929557,0.0059187585303446325,0.09030476922787628
21,0.05916861998454091,0.7485610106264805,0.0119406986119058,0.016300363191280916,0.16402930758579182
22,0.06078764508345636,0.6928768577914779,0.01013493118314978,0.00643581565755608,0.22976475028435986
23,0.0035587235297605325,0.002127596171655531,0.0002604794555326518,0.00020881945293500277,0.9938443813901162
24,0.08486397195705465,0.020654630067003285,0.0004965566352670485,0.00235692818409183,0.8916279131565832
25,0.28962667966098343,0.2095703831494174,0.006086794328246743,0.006786636714676108,0.48792950614667635
26,0.26801662052436304,0.26102594466878404,0.005939314395752478,0.005136805323847805,0.4598813150872525
27,0.17517324347842553,0.512561861973029,0.006128659803710653,0.01067952329405141,0.2954567114507834
28,0.023463898816126882,0.40881049205105385,0.012456738351069151,0.0011308309513661805,0.5541380398303839
29,0.36592900209391926,0.07059502751186382,0.00011337201798177113,0.0049882904689917225,0.5583743079072434
30,0.3848274870019809,0.18853982987352044,0.003466058047503062,0.003449020590852182,0.4197176044861434
31,0.11401775664105704,0.6309588847914378,0.011176909333440628,0.0009234201708628243,0.24292302906320165
32,0.32404552433204564,0.5515217266491449,0.004069807863915164,0.004671783472077852,0.11569115768281629
33,0.1316044596546678,0.7674145731610575,0.018964617148538945,0.0025502912488398538,0.07946605878689579
34,0.046636911157092904,0.8821273216913691,0.00709815598701043,0.0016447975278204208,0.062492813636707244
35,0.04796485153134746,0.8673254479131289,0.03030399807213731,0.0018892091702954255,0.05251649331309064
36,0.08671044255037295,0.8574551809249096,0.02291169341536635,0.0038251693376371455,0.029097513771714018
